"run","proverSetUpCPU","proverSetUpMemory","proverSetUpTime","verifierCPU","verifierMemory","verifierTime","proverDecryptCPU","proverDecryptMemory","proverDecryptTime","verifierVerifyCPU","verifierVerifyMemory","verifierVerifyTime"
135,183.12,1310.47,2546,213.73,1109.65,149893.8,104.91,1091.83,236.91,150.6,1091.83,1.03
136,188.61,1310.56,2625.02,208.49,1112.5,165381.94,101.3,1092.03,248.75,179.13,1092.03,2.09
137,194.27,1308.51,2572.23,213.68,1104.26,161190.8,104.31,1104.26,256.02,146.85,1104.26,0.92
138,195.79,1310.48,2600.11,211.4,1116.9,158449.24,105.24,1092.06,246.41,150.65,1092.06,0.94
139,194.2,1310.54,2592.5,212.61,1096.4,161313.56,104.11,1096.4,236.25,161,1096.4,0.92
140,183.53,1310.64,2591.66,208.53,1120.52,166095.05,105.3,1091.75,242.62,241.4,1091.75,0.94
141,182.8,1310.34,2624.94,209.2,1096.62,162220.86,104.33,1096.62,244.25,140.65,1096.62,0.89
142,179.72,1307.65,2595.55,212.04,1104.69,155140.77,104.04,1104.69,244.78,278.1,1104.69,0.95
143,180.14,1310.62,2542.79,210.17,1117.73,161675.25,104.24,1091.81,250.18,300.5,1091.81,0.99
144,192.14,1305.96,2601.61,212.98,1095.74,152384.28,104.51,1091.68,243.19,266.4,1091.8,0.96
145,179.74,1310.61,2589.73,208.52,1099.64,168440.73,104.55,1091.68,249.31,172,1091.68,1.07
146,191.41,1302.27,2612.3,213.74,1104.47,153338.15,104.65,1104.47,238.75,140.65,1104.47,0.95
147,187.79,1310.88,2580.52,209.28,1108.34,164512.93,105.05,1091.84,235.8,154.7,1091.84,0.92
148,179.17,1310.69,2574.7,212.35,1096.43,156073.62,104.6,1096.43,250.53,137.15,1096.43,0.95
149,192.53,1308.74,2563.69,210.31,1096.75,161633.86,104.49,1096.75,247.33,152.75,1096.75,0.95
150,194.16,1313.14,2583.85,213.41,1129.16,154545.54,114.38,1124.73,235.72,506.4,1092.21,0.94
151,187.68,1310.69,2535.13,210.49,1115.06,157564,104.89,1091.91,251.51,146.75,1091.91,1.06
152,194.28,1310.62,2556.73,209.57,1100.41,165567.83,104.29,1100.41,245.8,146.55,1100.41,0.97
153,193.79,1328.43,2557.49,213.15,1104.25,155625.51,104.18,1104.25,251.04,Infinity,1104.25,0.23
154,194.04,1310.56,2565.14,214.41,1120.82,151886.95,114.35,1120.82,249.87,412.2,1091.9,0.98
155,193.03,1310.68,2589.84,212.95,1100.36,156028.29,104.05,1100.36,251.94,158.9,1100.48,0.97
156,192.47,1310.94,2549.72,212.7,1108.33,157192.49,117.02,1104.14,239.99,199.6,1091.77,0.96
157,188.26,1310.65,2595.72,214.12,1116.61,151612.23,101.3,1092.16,247.62,259.2,1092.16,1.07
158,192.95,1310.83,2549.82,209.67,1098.13,164178.24,104.58,1091.88,241.73,169.2,1091.88,1.04
159,177.27,1310.63,2579.19,213.74,1108.27,153346.26,113.24,1108.27,242.41,174.55,1091.75,1.01
160,191.44,1310.5,2527,212.41,1112.79,157133.45,114.22,1112.52,237.1,388.3,1091.95,0.92
161,192.25,1310.74,2552.16,214.76,1108.55,151526.86,104.88,1092.32,238.7,314.9,1092.32,0.94
162,182.56,1310.72,2536.6,212.53,1120.72,157086.52,117.82,1115.54,237.95,202.1,1091.84,0.97
163,189.8,1310.81,2564.85,212.48,1108.69,157347.54,104.82,1092.28,252.44,130.9,1092.28,0.82
164,192.18,1317.88,2601.77,213.56,1100.68,152963.87,104.57,1100.68,237.96,113.6,1100.68,0.18
165,191.93,1309.6,2590.49,212.85,1092.64,155812.8,104.64,1092.11,241.7,241.7,1092.11,0.9
166,191.1,1310.79,2570.53,214.69,1106.48,151453.95,104.91,1092.14,250.13,215.25,1092.14,1.13
167,190.68,1310.74,2582.46,214.49,1116.89,150241.18,113.02,1116.89,253.35,258.5,1091.99,1.06
168,191.63,1310.8,2576.28,211.27,1100.57,161297.99,104.31,1100.57,238.89,147.35,1100.57,0.91
169,192.18,1310.58,2602.44,213.52,1117.14,154674.53,111.69,1117.14,243.87,346,1094.78,1.03
170,191.72,1310.87,2544.77,214.29,1110.04,151848.26,104.8,1091.88,240.91,145.5,1091.88,0.89
171,183.18,1310.7,2516.49,213.68,1095.87,155832.21,104.32,1091.82,242.71,157.4,1091.82,1.07
172,184.08,1310.66,2532.1,211,1108.71,160144.71,104.09,1108.71,249.62,288.5,1108.71,0.95
173,194.42,1307.93,2607.15,214.65,1100.11,150312.31,105.37,1091.9,235.7,147.75,1091.9,0.99
174,188.81,1317.79,2576.17,209.72,1108.3,163056.91,117.19,1104.06,250.32,425.2,1091.94,1.31
175,191.9,1299.44,2600.39,208.85,1100.51,164407.1,104.33,1100.51,261.41,153.85,1100.63,1.08
176,195.19,1313.31,2545.34,211.49,1112.39,160221.96,113.6,1110.81,242.78,426.9,1091.75,0.97
177,183.76,1310.54,2576.64,211.93,1104.41,156160.52,104.47,1104.54,244.37,149.7,1104.54,1.06
178,182.75,1310.98,2556.29,212.7,1100.72,155974.21,104.52,1100.72,242.08,273.7,1100.84,1
179,181.72,1311.09,2540.41,210.39,1100.82,161553.52,104.28,1100.82,234.51,141.85,1100.82,0.96
180,184.23,1310.85,2513.54,217.3,1116.74,146726.68,112.78,1111.55,258.44,374.1,1092.12,0.96
181,195.3,1310.84,2610.08,211.38,1112.96,161435.72,113.58,1112.84,239.09,421.4,1092.37,0.93
182,191.62,1310.89,2590.37,213.29,1108.7,154455.81,104.7,1092.03,245.45,129.1,1092.03,0.94
183,192.21,1308.22,2550.9,216.19,1100.11,148784.45,104.6,1092.05,248.54,289.6,1092.05,1
184,194.14,1310.63,2550.18,216.44,1116.88,146278.96,113.14,1116.71,261.19,389.5,1092.22,0.97
185,193.2,1310.99,2552.85,210.9,1094.01,160103.12,104.61,1092,256,118.1,1092,0.84
186,192.87,1302.2,2602.53,216.77,1117.12,144845.42,110.75,1112.74,242.67,403.1,1092.17,0.96
187,189.56,1310.94,2555.48,216.2,1117.16,147520.17,101.22,1092.2,242.31,249.6,1092.2,0.91
188,180.96,1311.04,2532.63,218.84,1100.15,140759.91,104.64,1091.78,241.05,265.1,1091.78,0.94
189,190.67,1310.6,2611.63,212.49,1112.41,155809.21,114.04,1108.25,237.24,396.2,1092.15,0.95
190,190,1308.57,2563.27,215.35,1120.43,151650.43,114.08,1118.62,254.63,209.3,1091.88,0.96
191,197.34,1310.67,2549.02,213.89,1095.95,151778.74,104.14,1091.91,244.15,320.7,1091.91,1.01
192,182.99,1310.55,2563.26,218.38,1116.72,142099.64,104.52,1092.23,257.42,270.5,1092.23,0.95
193,194.7,1310.7,2564.72,210.54,1109.9,161539.91,104.33,1109.9,240.65,143.3,1109.9,0.92
194,184.83,1320.49,2499.87,214.83,1122.83,151923.93,105.01,1102.4,241.15,157.4,1102.4,1.06
195,193.81,1320.68,2561.34,214.16,1113.75,151726.55,104.18,1113.75,241.88,158,1113.75,0.95
196,189.52,1326.43,2579.29,214.02,1113.93,154250.82,110.67,1113.93,239.78,223.65,1092.96,1.14
197,192.81,1320.39,2569.27,211.94,1121.8,158790.07,112.01,1121.8,243.57,458.3,1101.58,1.06
198,193.08,1320.26,2550.53,217.88,1126.27,144571.51,105.12,1101.48,254.48,159.2,1101.48,1.01
199,190.7,1320.21,2601.13,214.11,1130.14,155544.47,110.63,1130.14,260.46,137.77,1101.43,1.72
200,195.02,1320.32,2586.81,215.25,1130.16,150153.01,113.5,1130.16,235.14,247.7,1101.56,0.96
201,185.07,1320.44,2575.78,214.82,1114.15,151724.22,104.84,1114.15,236.71,163.85,1114.15,0.97
202,191.88,1320.52,2549.78,209.64,1134.37,166821.17,114.86,1126.36,237.08,356.8,1106.02,0.95
203,192.27,1320.57,2561.17,211.19,1109.91,161115.08,104.3,1109.91,235.83,169.8,1109.91,1.03
204,189.1,1320.57,2542.57,213.26,1128.34,156190.62,111.21,1128.09,259.18,453.6,1103.68,0.97
205,194.04,1322.45,2557.55,215.53,1120.2,149249.02,104.61,1103.89,250.35,271.6,1104.01,0.94
206,191.19,1322.38,2595.75,214.78,1128.5,150874.58,111.33,1128.36,254.48,232.55,1103.37,0.89
207,193.67,1321.88,2552.44,214.79,1124.02,152536.03,104.79,1103.58,245.11,258,1103.58,0.93
208,191.85,1322.12,2592.47,216.18,1124.09,149838.75,105.04,1104.07,249.59,162.3,1104.07,1.02
209,194.72,1319.16,2586.97,213.25,1123.52,155606.55,114.19,1119.35,247.07,370.7,1103.18,0.94
210,195.25,1319.83,2564.92,213.63,1116.01,154244.17,104.64,1107.93,240.04,147.65,1107.93,1.02
211,184.36,1322.16,2528.53,215.58,1107.94,149037.33,104.17,1107.94,237.38,258.3,1108.06,0.89
212,187.57,1322.5,2568.4,213.14,1128.23,154491.5,113.91,1127.96,248.39,192.35,1103.59,0.95
213,194.64,1322.38,2547.2,213.02,1120.42,154962.01,101.65,1103.88,234.75,150.1,1103.88,1.01
214,185.05,1322.65,2520.95,214.22,1128.96,149673.8,111.39,1128.96,237.31,291.3,1103.61,1.04
215,185.6,1322.04,2520.16,210.01,1128.72,159618.71,104.87,1103.57,249.1,275.6,1103.57,0.95
216,189.36,1322.19,2640.1,208.86,1115.95,161290.63,104.49,1115.95,238.73,129.35,1115.95,0.88
217,182.04,1322.21,2529.58,210.54,1130.36,156904.02,113.38,1130.23,236.73,450.4,1105.21,1.05
218,179.37,1324.06,2571.03,208.92,1142.06,163328.64,111.16,1142.06,238.93,263.85,1105.62,1.03
219,187.44,1324.27,2607.17,210.54,1114.07,160099.78,104.34,1114.07,247.27,146.7,1114.07,1.05
220,182.46,1324.29,2546.14,211.58,1118.3,159249.82,104.22,1118.3,236.38,266.2,1118.3,0.93
221,185.05,1324.18,2525.62,212.98,1121.66,152143.55,104.8,1105,244.7,165.05,1105,1.07
222,180.67,1323.94,2598.73,216.6,1117.55,157686.74,104.43,1105.44,266.77,144.45,1105.44,1.02
223,194.64,1321.99,2652.45,214.1,1121.46,168106.34,104.95,1105.19,254.28,141.65,1105.19,0.97
224,193.87,1321.92,2621.4,212.95,1115.45,158181.84,103.72,1115.58,256.31,269.8,1115.58,0.95
225,192.95,1332.31,2568.38,212.98,1136.41,161527.48,115.13,1136.41,245.23,200.2,1107.47,0.99
226,185.65,1326.19,2573.07,216.45,1120.16,150190.18,103.89,1120.16,268.42,280.1,1120.16,0.98
227,194.06,1327.88,2569.05,212.81,1127.77,156049.56,115.66,1124.37,239.5,192.9,1107.45,0.95
228,190.18,1326.26,2554.05,215.4,1124.11,162930.21,112.9,1120.07,259.36,333.1,1107.66,0.94
229,192.22,1326.27,2598.5,214.68,1115.84,183626.96,103.11,1115.84,315.64,327.3,1115.84,1.05
230,198.62,1326.39,2862.33,212.84,1115.69,184678.6,103.79,1115.69,292.25,160.7,1115.69,1.02
231,181.5,1326.43,3257,213.64,1119.73,178697.83,104.2,1119.73,251.99,163.45,1119.73,0.95
232,194,1326.04,2669.32,214.82,1112.27,174612.71,103.58,1112.27,298.46,156.85,1112.27,1.08
233,201,1326.25,2731.08,214.87,1115.64,182001.83,104.66,1115.77,251.49,134.1,1115.77,1.02
234,190.28,1326.05,2654.66,217.1,1123.71,168541.64,110.68,1118.09,247.44,191.1,1107.24,0.87
235,194.62,1323.97,2597.9,215.15,1127.72,167403,111.14,1126.56,296.41,183.65,1107.55,1.02
236,186.7,1326.28,3000.08,217.24,1133.45,168418.51,104.51,1107.13,254.43,153.25,1107.13,1.06
237,193.25,1324.07,2620.97,219.2,1111.5,166750.32,104.15,1107.36,273.15,158.5,1107.48,0.98
238,192.17,1326.03,2693.51,211.8,1132.67,169809.91,112.56,1132.23,243.37,448,1107.47,1.01
239,187.66,1321.42,2616.89,207.37,1119.51,170500.39,104.51,1107.4,251.23,153.8,1107.4,1.02
240,195.52,1322.03,2604.22,215.18,1119.93,153817.4,103.92,1119.93,251.85,145.75,1119.93,1
241,189.05,1326.41,2609.73,210.35,1115.91,178249.6,103.94,1115.91,255.23,157.1,1116.03,1.09
242,186.89,1327.12,2713.09,208.03,1131.86,161736.44,113.05,1131.61,249.66,395.6,1107.38,0.92
243,179.38,1325.69,2593.97,209.5,1115.37,159312.04,104.26,1115.37,259.18,160.45,1115.37,1.1
244,181.02,1325.98,2611.67,205.83,1127.95,168243.08,104.92,1107.48,254.16,296.4,1107.48,1.05
245,178.21,1326.34,2790.89,202.21,1132.13,185764.5,106.16,1132.13,272.47,193.22,1118,1.02
246,183.07,1326.42,2700.91,209.69,1127.99,166901.82,105.83,1127.99,263.5,196.2,1127.74,1.07
247,179.4,1326.1,2697.66,209.68,1120,161347.15,104.15,1120,269.07,155.3,1120,1.05
248,181.37,1312.39,2783.57,207.56,1134.04,168152.77,104.84,1107.29,249.95,284.1,1107.29,0.93
249,181.11,1326.16,2627.06,207.7,1116.28,171907.58,104.58,1116.28,247.57,164.95,1116.28,1.04
250,177.66,1326.33,2630.75,210.06,1115.71,167134.15,103.91,1115.71,287.43,280.8,1115.71,0.99
251,195.86,1326.16,2858.61,204.63,1112.02,175964.71,104.45,1112.02,258.67,140.7,1112.14,0.9
252,180.98,1332.91,2681.75,209.57,1107.7,159560.31,103.98,1107.7,265.33,158.4,1107.7,1.07
253,179.1,1326.36,2691.95,203.85,1124.15,178035.34,103.84,1124.15,266.9,163.35,1124.15,1.08
254,180.9,1326.26,2767.9,208.75,1115.56,164480.81,103.76,1115.56,276.08,194.2,1115.56,1.42
255,181.03,1326.31,2814.97,204.37,1131.95,179812.92,111.57,1131.81,265.82,431.6,1107.15,0.99
256,184.43,1323.88,2920.98,209.82,1107.26,159673.25,104,1107.26,252.73,146.55,1107.26,1.06
257,179.86,1326.16,2602.17,208.83,1120.85,169242.25,104.17,1107.96,277.99,289.7,1107.96,1.19
258,189.74,1326.39,2846.91,210.62,1126.73,161017.1,104.28,1107.83,255.28,497.3,1107.83,1.08
259,181.72,1326.39,2622.46,209.28,1125.4,164737.18,104.94,1107.29,249.09,144.4,1107.29,0.99
260,179.91,1326.21,2650.59,205.15,1111.54,179798.67,104.15,1111.67,265.03,146.1,1111.67,0.95
261,180.19,1326.22,2790.74,205.37,1115.45,177214.92,103.92,1115.45,281,146.8,1115.45,1.01
262,181.96,1326.21,2807.17,205.77,1131.64,174806.31,110.52,1131.64,275.25,267.75,1107.04,0.94
263,178.89,1328.3,2846.41,207.33,1123.64,173091.63,104.32,1107.3,271.12,155.25,1107.3,1.06
264,180.52,1326.15,2868.85,206.86,1107.33,170390.62,104.18,1107.33,267.12,141,1107.33,0.95
265,178.86,1336.3,2760.76,206.6,1139.73,170244.82,101.17,1107.1,290.44,144.3,1107.23,1.06
266,181.06,1320.67,2933.03,203.07,1119.62,178038.33,103.6,1119.62,294.52,304.9,1119.62,1.13
267,180.76,1347.01,2928.65,206.67,1125.86,171291.58,104.53,1107.18,260.78,155.85,1107.18,1.04
268,181.54,1325.89,2729.65,205.77,1140.75,167983.11,101.25,1107.5,254.46,306.6,1107.5,1
269,180.22,1328.23,2657.91,209.88,1119.68,154990.11,104.47,1119.68,255.26,154.6,1119.68,1.2
270,177.7,1326.13,2702.4,207.42,1108.52,170128.4,104.01,1108.52,254.04,273.9,1108.52,0.98
271,180.13,1327.24,2646.83,212.17,1120.89,158638.69,104.03,1120.89,258.45,157.3,1120.89,1.03
272,183.57,1327.5,2615.18,207.92,1124.86,169363.61,104.91,1108.46,259.63,163.85,1108.46,1.1
273,178.69,1327.34,2746.34,206.53,1131.58,175534.69,104.94,1109.2,255.61,148.7,1109.2,0.95
274,179.52,1335.11,2646.45,213.27,1125.78,163630.65,103.92,1125.78,260.6,158.6,1125.78,1.12
275,189.1,1350.48,2722.07,210.44,1133.23,164411.5,112.64,1129.13,255.97,409.4,1108.88,0.98
276,182.3,1327.82,2656.78,206.77,1112.4,164957.16,104.55,1109.11,254.38,130.2,1109.11,0.91
277,179.76,1326.21,2661.27,212.3,1145.71,156076.92,116.71,1141.82,255.45,380.5,1116.03,0.98
278,178.69,1325.57,2637.97,210.33,1142.74,154237.12,112.02,1142.22,254.49,259.45,1113.63,0.93
279,182.07,1316.96,2590.74,206.34,1121.75,165538.3,104.27,1121.75,253.86,275.1,1121.75,0.99
280,182.41,1345.07,2646.42,208.17,1117.91,161032.21,104.57,1117.91,256.15,141,1117.91,0.9
281,191.32,1324.84,2673.13,212.36,1129.44,149420.63,104.77,1109.29,255.97,168.95,1109.29,1.05
282,182.07,1327.75,2614.35,208.1,1113.3,162951.12,103.99,1113.3,246.2,303.1,1113.3,1.08
283,179.94,1327.8,2596.06,208.09,1121.58,161950.32,103.76,1121.58,247.08,336.9,1121.58,1.22
284,178.92,1325.73,2594.73,206.37,1118.07,167441.89,104.22,1118.07,241.98,298.8,1118.07,0.99
285,182.56,1319.6,2556.76,209.27,1117.36,158765.06,104.13,1117.36,250.21,190.05,1117.36,1.5
286,180.86,1327.95,2583.74,210.96,1125.48,154176.82,104.65,1108.95,248.66,152.55,1108.95,1
287,187.23,1325.66,2663.76,209.07,1121.85,159925.64,104.01,1121.85,244.53,261.4,1121.85,0.96
288,182.62,1327.99,2598.91,208.94,1137.91,161426.5,114.57,1137.91,246.32,301.65,1109.1,1.04
289,181.08,1327.87,2558.37,209.03,1113.23,165609.32,104.27,1109.16,243.97,276.8,1109.16,1.1
290,188.43,1321.31,2618.83,208.39,1122.7,171019.44,104.98,1109.21,246.6,153.2,1109.21,0.97
291,182.97,1328.05,2619.69,210.66,1120.97,166298.36,103.89,1120.97,273.39,249.4,1120.97,0.95
292,191.81,1325.36,2734.6,212.71,1129.52,162934.77,104.52,1109.43,277.41,169.35,1109.43,1.09
293,190.92,1327.98,2825.92,212.63,1125.56,154528.92,104.57,1113.45,253.69,163.7,1113.45,1.04
294,183.97,1327.94,2688.58,210.17,1113.54,167662.21,104.3,1113.54,243.79,176.05,1113.54,1.12
295,186.08,1328.09,2645.14,211.25,1117.62,161842.99,104.23,1117.62,247.71,264.4,1117.62,0.87
296,184.84,1325.96,2666.17,211.36,1123.44,161385.31,104.81,1109.05,255.43,146.8,1109.05,0.93
297,193.5,1327.89,2663.69,210.51,1133.51,163487.48,111.77,1125.34,246.65,420.5,1108.86,0.94
