"run","verifierSetUpCPU","verifierSetUpMemory","verifierSetUpTime","proverCPU","proverMemory","proverTime","verifierVerifyCPU","verifierVerifyMemory","verifierVerifyTime"
157,150.13,1654.45,3860.14,237.13,1674.66,1675.89,0,1674.66,2.02
158,155.56,1654.97,3786.14,236.31,1674.39,1679.95,100,1674.39,2.91
159,153.52,1654.42,3831.37,236.31,1674.41,1677.21,0,1674.41,1.99
160,154.11,1654.59,3768.54,232.56,1674.39,1716.04,0,1674.39,1.97
161,154.38,1654.55,3769.85,231.58,1674.22,1710.65,100,1674.22,2.17
162,156.65,1654.56,3760.25,234.32,1674.72,1693.04,0,1674.72,1.95
163,153.56,1654.88,3787.36,235.47,1674.42,1716.73,0,1674.42,1.99
164,155.56,1654.51,3773.52,234.91,1674.37,1696.12,0,1674.37,2
165,153.56,1654.48,3789.08,233.33,1674.68,1709.46,0,1674.68,2.03
166,153.95,1654.77,3800.17,234.3,1674.38,1721.89,0,1674.38,1.98
167,153.93,1654.57,3822.95,231.4,1674.3,1718.01,0,1674.3,2.18
168,153.79,1654.52,3831.09,232.95,1674.54,1721.51,0,1674.54,1.96
169,154.09,1654.74,3787.19,229.65,1674.59,1718.81,0,1674.59,1.99
170,153,1654.82,3833.83,234.1,1683.98,1723.66,0,1683.98,2.05
171,155.97,1664.11,3770.37,238.46,1684.08,1690.62,100,1684.08,2.2
172,153.7,1664.25,3781.62,234.91,1684.14,1693.07,0,1684.14,2.15
173,153.32,1664.51,3777.3,233.73,1683.99,1685.98,0,1683.99,2.03
174,154.52,1664.19,3755.45,237.65,1684.25,1695.89,0,1684.25,1.99
175,154.64,1664.38,3770.39,233.14,1684.04,1714.57,0,1684.04,1.99
176,153.95,1664.25,3800.23,237.65,1683.96,1697.39,0,1683.96,1.98
177,154.35,1664.12,3783.62,236.26,1683.76,1712.97,0,1683.76,2
178,153,1663.88,3823.11,231.4,1684.36,1720.22,0,1684.36,2.01
179,154.38,1664.39,3770.24,234.32,1684.28,1690.52,0,1684.28,2.02
180,152.88,1664.29,3827.25,234.1,1684.04,1725.99,0,1684.04,2.01
181,154.11,1664.27,3765.73,238.24,1683.95,1695.08,0,1683.95,1.94
182,153.66,1664.21,3817.84,233.72,1684.21,1720.71,0,1684.21,1.97
183,155.59,1664.39,3751.96,237.72,1683.95,1674.87,0,1683.95,1.97
184,153.7,1664.18,3772.83,238.46,1684.32,1686.91,0,1684.32,1.97
185,153.13,1664.27,3845.62,235.47,1684.2,1715.76,0,1684.2,1.96
186,153,1664.25,3827.01,236.09,1684.04,1691.35,0,1684.04,1.94
187,156.27,1664.2,3753.77,237.28,1684.2,1690.75,0,1684.2,1.96
188,155.44,1664.38,3771.61,233.14,1684.21,1694.31,0,1684.21,2.01
189,155.41,1664.12,3792.19,237.5,1683.77,1675.36,0,1683.77,2.01
190,154.79,1664,3757.38,234.3,1684.03,1723.9,100,1684.03,1.98
191,156.35,1664.18,3782.24,237.13,1684.08,1667.6,0,1684.08,1.98
192,153.97,1663.99,3774.11,235.5,1684.42,1696.94,100,1684.42,1.95
193,155,1664.46,3798.99,236.26,1684.15,1712.01,0,1684.15,2.03
194,153.13,1664.14,3837.9,237.13,1684.18,1665.9,0,1684.18,1.96
195,154.5,1664.35,3783.76,236.31,1684.34,1674.16,0,1684.34,1.98
196,155.17,1664.45,3770.29,234.1,1684.25,1729.28,100,1684.25,2.01
197,154.23,1664.44,3783.68,234.71,1684.24,1696.67,0,1684.24,1.95
198,155.38,1664.26,3810.16,235.84,1684.43,1731.05,0,1684.43,1.93
199,152.89,1664.3,3800.07,236.42,1684.14,1732.44,0,1684.14,1.97
200,154.26,1664.17,3758.75,238.69,1684.22,1674.65,0,1684.22,2
201,155.15,1664.43,3787.34,232.94,1693.45,1693.86,0,1693.45,2.01
202,153.56,1673.57,3786.15,235.5,1693.65,1690.63,0,1693.65,1.97
203,154.5,1673.83,3782.56,234.52,1693.59,1680.72,0,1693.59,1.93
204,154.67,1673.66,3754.49,235.29,1703.11,1698.47,0,1703.11,2.74
205,156.91,1683.38,3768.39,236.09,1703.05,1688.83,100,1703.05,1.96
206,153.37,1683.18,3856.76,234.12,1703.02,1702.58,0,1703.02,1.98
207,153.03,1683.36,3783.26,233.93,1703.16,1678.86,0,1703.16,2.59
208,154.35,1683.45,3794.11,230.46,1712.44,1734.85,0,1712.44,2
209,154.79,1692.57,3761.89,230.99,1712.72,1703.66,0,1712.72,1.98
210,153.97,1692.82,3778.14,236.9,1712.46,1677.68,0,1712.46,1.98
211,155,1692.71,3799.56,228,1712.69,1743.32,0,1712.69,2
212,154.97,1692.71,3824.96,234.88,1712.67,1719.03,200,1712.67,2.93
213,153.3,1692.68,3790.38,232.54,1712.63,1692.88,0,1712.63,1.94
214,154.97,1693,3824.77,236.9,1712.66,1680.08,0,1712.66,1.96
215,152.6,1692.94,3847.47,234.52,1712.41,1679.63,0,1712.41,1.98
216,155.44,1692.77,3773.77,236.09,1712.56,1684,0,1712.56,1.99
217,154.97,1692.86,3816.25,235.09,1712.76,1715.64,0,1712.76,1.95
218,154.23,1692.93,3784.31,232.94,1712.55,1694.57,0,1712.55,1.97
219,155.29,1692.61,3782.81,232.14,1712.52,1678.69,0,1712.52,2.2
220,152.6,1692.55,3838.9,234.71,1712.54,1690.56,0,1712.54,1.91
221,153.44,1692.71,3779.22,234.94,1722.25,1663.86,0,1722.25,1.99
222,155.29,1702.44,3784.41,234.88,1722.09,1714.37,0,1722.09,2.01
223,153.16,1702.41,3799.57,235.84,1722.27,1727.61,0,1722.27,2.85
224,151.63,1702.22,3990.76,233.33,1721.88,1704.67,0,1721.88,1.95
225,154.4,1702.12,3856.4,238.1,1722.36,1683.91,0,1722.36,1.98
